ItemCode_LotNumber,Quantity,LocationCode,FileName
UL0762FBATAA023IH000002,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0762FBATAA042JA000012,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0762FBATAA042JA000009,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0762FBATAA042JA000004,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL3220FWFMAS002JA000001,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1002FBCMAB042JD000002,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1002FGILAA023IA000012,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL1002FGILAA023IA000016,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1002FGILAA023IH000020,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1002FGILAA023IH000031,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL1002FGILAA023IH000025,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL1002FGILAA023IH000027,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1002FGILAA023IH000028,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1002FGSNAA023IH000004,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1002FHCSAA022JA000007,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL1002FILUAA022JA000005,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1002FILUAA022JA000008,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1002FILUAA023IH000010,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL1002FILUAA023IH000012,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1002FIONAA023IH000011,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1002FIZMAA021BL000006,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1002FIZMAA021BL000009,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL1002FMOMAA021BL000008,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1002FMOMAA021BL000006,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1002FMOMAA021BL000010,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1002FRJNAA022BA000003,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1002HADAAA022JD000001,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1002PPIAAA122JA000034,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1002SCBADA043IA000011,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL1002SCHADA122JA000036,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1002SCHADA123IH000046,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1002SCHADA122JA000051,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1002SDYADB042JD000013,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1002SDYADB042JD000018,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1002SLZADA012JD000009,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1002SLZADA012JD000010,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1002SLZADA012JD000014,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1002VCKABA042JD000011,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1002VCKABA042JD000018,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1002VCKABA042JD000025,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL1002VCKABA042JD000026,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1014FAHUAA041BL000004,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1014FASUAA021BL000005,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1014FASUAA021BL000007,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL1014FDCNAA342JD000014,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1033PLCAAA042JH000026,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL1033PLCAAA043IH000028,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1033PLCAAA042BX000042,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL04732BAABA042JA000014,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL04732BAABA042JA000015,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL04732QAABA042JH000018,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL04732QAABA043IA000020,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0473DFAADA042JH000015,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0473DQAADA013IH000025,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0473DQAADA012JA000030,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0494FDANAA022JA000005,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0495FMAOAA122JA000022,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0495FMAOAA122JA000021,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0495FMAOAA122JA000023,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0496FDANAA023IA000009,1,XCG,STOREINVENTORY_US_1030_20251126.xml
ULD3PLFARLAA041BL000002,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0519PEAAAA023IH000025,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0519PEAAAA022JH000030,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0551NBAAAA042JA000006,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0552FGARAA023IA000006,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0552FGARAA023IA000005,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0552FGARAA042JA000008,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0552FGARAA043IA000012,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0552FLATAA023IH000002,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0552FLATAA042JA000006,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0552FLATAA043IH000007,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0555FNANAA022JH000011,1,XCG,STOREINVENTORY_US_1030_20251126.xml
ULD3PTDLRAAA041BL000003,1,XAC,STOREINVENTORY_US_1030_20251126.xml
ULD3PTDLSAAA041BL000003,1,XTD,STOREINVENTORY_US_1030_20251126.xml
ULD3PTDLSAAA041BL000004,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1135FKFNAA022JD000008,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL1135FKGMAA022JD000017,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1135FKGMAA022JD000020,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1135FKGMAA022BX000023,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1135FKGMAA022BX000022,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL1135FKGMAA022BX000024,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL1135OACAAA022JA000007,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1135OACAAA022JA000009,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1135OAFABA023IH000006,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1135OAGAAA022JH000018,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UPO2J12AF1BA401BL000003,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL11632IGABA021BL000003,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL11632IGABA021BL000002,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL11632IGABA021BL000005,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL11632IHABA021BL000004,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL11632RDABA021BL000001,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL1163PIPAAA021BL000014,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
